year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2004,12,089,Florida,"Nassau County",63699,50.6,49.4,0.4,0.7,7.0,2.1,1.0,0.1,90.8
2005,12,089,Florida,"Nassau County",65568,50.5,49.5,0.4,0.7,7.0,2.3,1.1,0.1,90.8
2006,12,089,Florida,"Nassau County",67823,50.5,49.5,0.4,0.8,6.8,2.6,1.2,0.1,90.7
2007,12,089,Florida,"Nassau County",69969,50.6,49.4,0.4,0.8,6.8,2.8,1.2,0.1,90.7
2008,12,089,Florida,"Nassau County",71557,50.6,49.4,0.4,0.8,6.8,3.1,1.2,0.1,90.7
2009,12,089,Florida,"Nassau County",72671,50.7,49.3,0.4,0.9,6.6,3.2,1.3,0.1,90.8
2010,12,089,Florida,"Nassau County",73473,50.7,49.3,0.5,0.9,6.5,3.3,1.3,0.1,90.8
2000,12,091,Florida,"Okaloosa County",171200,49.5,50.5,0.6,2.6,9.3,4.3,2.4,0.1,84.9
2001,12,091,Florida,"Okaloosa County",172564,49.5,50.5,0.6,2.6,9.4,4.6,2.5,0.2,84.7
2002,12,091,Florida,"Okaloosa County",176257,49.5,50.5,0.7,2.6,9.5,4.8,2.6,0.2,84.4
2003,12,091,Florida,"Okaloosa County",177649,49.8,50.2,0.6,2.7,9.4,4.9,2.6,0.2,84.4
2004,12,091,Florida,"Okaloosa County",182506,49.5,50.5,0.6,2.8,9.4,5.2,2.8,0.2,84.2
2005,12,091,Florida,"Okaloosa County",184045,49.6,50.4,0.6,2.8,9.3,5.5,2.9,0.2,84.1
2006,12,091,Florida,"Okaloosa County",184071,49.5,50.5,0.6,2.9,9.5,5.9,3.0,0.2,83.8
2007,12,091,Florida,"Okaloosa County",182677,49.6,50.4,0.6,2.9,9.4,6.2,3.2,0.2,83.7
2008,12,091,Florida,"Okaloosa County",181752,49.7,50.3,0.6,2.9,9.4,6.5,3.3,0.2,83.4
2009,12,091,Florida,"Okaloosa County",181153,49.8,50.2,0.6,3.0,9.5,6.7,3.5,0.2,83.2
2010,12,091,Florida,"Okaloosa County",180728,49.8,50.2,0.6,3.1,9.5,6.9,3.6,0.2,83.0
2000,12,093,Florida,"Okeechobee County",35917,46.3,53.7,0.7,0.7,8.1,18.8,0.9,0.1,89.6
2001,12,093,Florida,"Okeechobee County",36298,46.5,53.5,0.8,0.8,8.0,19.5,0.9,0.1,89.5
2002,12,093,Florida,"Okeechobee County",36776,46.4,53.6,0.8,0.8,8.1,20.3,0.9,0.1,89.3
2003,12,093,Florida,"Okeechobee County",37224,46.4,53.6,0.9,0.8,8.0,20.6,0.9,0.1,89.3
2004,12,093,Florida,"Okeechobee County",38556,46.2,53.8,1.0,0.8,8.2,20.9,1.0,0.1,88.9
2005,12,093,Florida,"Okeechobee County",39247,46.1,53.9,1.1,0.9,8.2,21.4,0.9,0.1,88.9
2006,12,093,Florida,"Okeechobee County",39668,46.2,53.8,1.1,0.9,8.2,21.9,1.0,0.1,88.7
2007,12,093,Florida,"Okeechobee County",39840,46.2,53.8,1.1,0.9,8.2,22.3,1.0,0.1,88.7
2008,12,093,Florida,"Okeechobee County",39968,46.3,53.7,1.1,0.9,8.3,23.0,1.1,0.1,88.5
2009,12,093,Florida,"Okeechobee County",39899,46.5,53.5,1.1,0.9,8.3,23.6,1.1,0.1,88.5
2010,12,093,Florida,"Okeechobee County",40041,46.4,53.6,1.1,1.0,8.3,23.9,1.1,0.1,88.5
2000,12,095,Florida,"Orange County",903019,50.5,49.5,0.4,3.6,19.3,19.0,1.5,0.1,75.1
2001,12,095,Florida,"Orange County",931775,50.5,49.5,0.4,3.7,19.7,19.8,1.5,0.1,74.6
2002,12,095,Florida,"Orange County",955136,50.6,49.4,0.4,3.9,20.0,20.5,1.6,0.1,73.9
2003,12,095,Florida,"Orange County",979227,50.6,49.4,0.4,4.1,20.3,21.3,1.7,0.1,73.3
2004,12,095,Florida,"Orange County",1011681,50.6,49.4,0.4,4.3,20.6,22.2,1.8,0.2,72.8
2005,12,095,Florida,"Orange County",1053341,50.6,49.4,0.5,4.6,20.9,23.3,1.8,0.2,72.0
2006,12,095,Florida,"Orange County",1083429,50.7,49.3,0.5,4.8,21.3,24.3,1.9,0.2,71.4
2007,12,095,Florida,"Orange County",1100663,50.6,49.4,0.5,4.9,21.5,25.1,2.0,0.2,70.9
2008,12,095,Florida,"Orange County",1115525,50.7,49.3,0.5,5.1,21.6,25.9,2.1,0.2,70.5
2009,12,095,Florida,"Orange County",1131351,50.7,49.3,0.5,5.1,21.7,26.4,2.2,0.2,70.3
2010,12,095,Florida,"Orange County",1149500,50.7,49.3,0.5,5.2,21.7,27.0,2.2,0.2,70.1
2000,12,097,Florida,"Osceola County",174146,50.7,49.3,0.5,2.4,8.4,29.7,1.4,0.1,87.1
2001,12,097,Florida,"Osceola County",181694,50.8,49.2,0.5,2.5,8.8,31.2,1.5,0.2,86.5
2002,12,097,Florida,"Osceola County",190844,50.7,49.3,0.6,2.5,9.2,32.5,1.7,0.2,85.9
2003,12,097,Florida,"Osceola County",202687,50.8,49.2,0.6,2.6,9.7,34.2,1.7,0.2,85.2
2004,12,097,Florida,"Osceola County",216541,50.8,49.2,0.6,2.7,10.2,36.2,1.8,0.2,84.4
2005,12,097,Florida,"Osceola County",228026,50.8,49.2,0.6,2.9,10.9,38.3,1.9,0.2,83.5
2006,12,097,Florida,"Osceola County",242081,50.8,49.2,0.6,3.0,11.5,40.6,2.0,0.2,82.6
2007,12,097,Florida,"Osceola County",253722,50.8,49.2,0.7,3.0,12.1,42.4,2.1,0.2,81.8
2008,12,097,Florida,"Osceola County",261746,50.9,49.1,0.7,3.0,12.4,43.8,2.2,0.2,81.4
2009,12,097,Florida,"Osceola County",265267,51.0,49.0,0.7,3.0,12.5,44.8,2.3,0.2,81.2
2010,12,097,Florida,"Osceola County",269837,51.0,49.0,0.7,3.0,12.6,45.6,2.4,0.3,81.0
2000,12,099,Florida,"Palm Beach County",1135787,51.7,48.3,0.3,1.6,14.7,12.6,0.8,0.1,82.5
2001,12,099,Florida,"Palm Beach County",1160474,51.7,48.3,0.3,1.7,15.0,13.2,0.9,0.1,82.0
2002,12,099,Florida,"Palm Beach County",1191340,51.7,48.3,0.4,1.8,15.3,13.9,1.0,0.1,81.6
2003,12,099,Florida,"Palm Beach County",1218100,51.6,48.4,0.4,1.9,15.6,14.6,1.0,0.1,81.0
2004,12,099,Florida,"Palm Beach County",1252223,51.6,48.4,0.4,2.0,15.9,15.3,1.1,0.1,80.5
2005,12,099,Florida,"Palm Beach County",1278380,51.6,48.4,0.5,2.1,16.3,16.0,1.1,0.1,79.9
2006,12,099,Florida,"Palm Beach County",1284489,51.6,48.4,0.5,2.2,16.8,16.7,1.2,0.1,79.2
2007,12,099,Florida,"Palm Beach County",1286586,51.5,48.5,0.6,2.3,17.0,17.4,1.3,0.1,78.7
2008,12,099,Florida,"Palm Beach County",1294938,51.6,48.4,0.6,2.4,17.3,18.0,1.3,0.1,78.3
2009,12,099,Florida,"Palm Beach County",1307371,51.6,48.4,0.6,2.4,17.6,18.6,1.4,0.1,77.9
2010,12,099,Florida,"Palm Beach County",1323394,51.6,48.4,0.6,2.5,17.7,19.1,1.5,0.1,77.6
2000,12,101,Florida,"Pasco County",347038,52.0,48.0,0.4,1.0,2.2,5.8,0.9,0.0,95.5
2001,12,101,Florida,"Pasco County",357653,51.9,48.1,0.4,1.1,2.4,6.1,1.0,0.0,95.0
2002,12,101,Florida,"Pasco County",369665,51.8,48.2,0.4,1.2,2.7,6.6,1.1,0.1,94.6
2003,12,101,Florida,"Pasco County",383238,51.7,48.3,0.4,1.3,2.9,7.2,1.2,0.1,94.1
2004,12,101,Florida,"Pasco County",401648,51.6,48.4,0.4,1.4,3.2,7.8,1.2,0.1,93.7
2005,12,101,Florida,"Pasco County",421844,51.5,48.5,0.4,1.6,3.5,8.5,1.3,0.1,93.1
2006,12,101,Florida,"Pasco County",439529,51.4,48.6,0.4,1.8,3.8,9.4,1.4,0.1,92.5
2007,12,101,Florida,"Pasco County",453579,51.3,48.7,0.4,1.9,4.2,10.3,1.5,0.1,91.9
2008,12,101,Florida,"Pasco County",461313,51.4,48.6,0.4,2.1,4.5,11.0,1.6,0.1,91.4
2009,12,101,Florida,"Pasco County",462607,51.4,48.6,0.4,2.1,4.6,11.4,1.7,0.1,91.1
2010,12,101,Florida,"Pasco County",465543,51.4,48.6,0.4,2.2,4.7,11.8,1.7,0.1,90.9
2000,12,103,Florida,"Pinellas County",922150,52.3,47.7,0.3,2.1,9.1,4.7,1.0,0.1,87.3
